motor,id
1,20639
1,20636
1,20637
1,20638
1,19575
1,19576
1,19574
1,19396
1,19397
1,19219
1,19042
1,18865
1,18688
1,18510
1,18511
1,18333
1,18156
1,20424
1,20425
1,20069
1,20246
1,20247
1,20242
1,20243
1,20244
1,20245
1,20240
1,20241
1,20415
1,20416
1,20417
1,20414
1,20958
1,20959
1,20780
1,20781
1,20603
1,20602
1,6255
1,6251
1,6429
1,6430
1,6431
1,6432
1,6428
1,6075
1,6076
1,6077
1,6078
1,6074
1,6605
1,6606
1,7489
1,7312
1,7135
1,6958
1,6781
1,37126
1,36949
1,36948
1,24918
1,24741
1,24742
1,24565
1,24566
1,25094
1,25095
1,24389
1,24390
1,25979
1,25802
1,25801
1,25624
1,25446
1,25447
1,21717
1,21894
1,21363
1,21009
1,21186
1,20832
1,20833
1,21540
1,23136
1,23137
1,22958
1,22959
1,22781
1,22603
1,22604
1,22250
1,22249
1,22426
1,22073
1,24728
1,24729
1,24730
1,24551
1,24553
1,24550
1,24021
1,24015
1,24016
1,24017
1,24198
1,24199
1,24194
1,24195
1,24373
1,24376
1,24372
1,23843
1,23844
1,23838
1,23837
1,23666
1,23659
1,23660
1,23488
1,23489
1,23311
1,23134
1,23133
1,22956
1,22778
1,22779
1,22602
1,22601
1,23298
1,23121
1,26850
1,25431
1,25254
1,24900
1,24722
1,24723
1,24545
1,25077
1,25963
1,26672
1,26849
1,26850
1,26495
1,26318
1,26140
1,26141
1,27567
1,27568
1,27745
1,27746
1,27747
1,27390
1,27925
1,27924
1,25965
1,25966
1,25788
1,26675
1,26852
1,26853
1,26497
1,26498
1,26320
1,26143
1,24900
1,24722
1,24723
1,24545
1,25077
1,25078
1,25611
1,25610
1,25432
1,25433
1,25255
1,25973
1,25974
1,25798
1,25797
1,26677
1,26500
1,26501
1,26502
1,26325
1,26326
1,26150
1,26149
1,24915
1,24916
1,24740
1,24739
1,24563
1,25092
1,24034
1,24210
1,24211
1,25621
1,25444
1,25445
1,25268
1,25269
1,24386
1,24387
1,23858
1,23857
1,23681
1,23682
1,23505
1,23329
1,23328
1,23152
1,23153
1,22977
1,22976
1,22801
1,22800
1,22624
1,22625
1,21748
1,21749
1,21750
1,21751
1,21747
1,21921
1,21922
1,21923
1,21924
1,22272
1,22273
1,22448
1,22449
1,22097
1,22098
1,22096
1,21579
1,21580
1,21575
1,21576
1,21577
1,21578
1,21574
1,26676
1,26677
1,24012
1,24013
1,24190
1,24367
1,23834
1,23835
1,23657
1,23655
1,23656
1,23478
1,23476
1,23477
1,23298
1,23299
1,23121
1,21406
1,21407
1,21583
1,21580
1,21581
1,21582
1,25987
1,25988
1,25986
1,25811
1,25812
1,26691
1,27221
1,26868
1,26867
1,27044
1,26514
1,26515
1,26339
1,26338
1,26162
1,26163
1,24931
1,25108
1,25107
1,25635
1,25636
1,25460
1,25459
1,25283
1,25284
1,26852
1,26851
1,27028
1,27560
1,27561
1,27738
1,27739
1,28094
1,28095
1,27382
1,27383
1,27917
1,27916
1,28272
1,28449
1,27205
1,27204
1,27205
1,26850
1,27027
1,20117
1,19940
1,19941
1,19764
1,19765
1,19761
1,19762
1,19584
1,19407
1,19229
1,19230
1,23659
1,23482
1,23481
1,23304
1,23127
1,22950
1,22773
1,22596
1,22419
1,22418
1,24003
1,24002
1,24178
1,24179
1,24354
1,24355
1,23826
1,23827
1,16210
1,16032
1,16033
1,16031
1,17630
1,17629
1,17984
1,17985
1,17986
1,17807
1,18341
1,18342
1,18163
1,18164
1,17452
1,17275
1,17097
1,17098
1,16920
1,16919
1,16742
1,16565
1,16387
1,16388
1,16030
1,16031
1,15852
1,15853
1,15673
1,15674
1,15675
1,15495
1,15496
1,15317
1,15318
1,15139
1,15140
1,15138
1,14960
1,14961
1,14604
1,14605
1,14782
1,14783
1,14426
1,14427
1,14248
1,14249
1,14070
1,14071
1,13892
1,13893
1,13715
1,13537
1,13538
1,13360
1,20475
1,20476
1,20474
1,21003
1,21004
1,20827
1,20825
1,20826
1,20651
1,20653
1,20650
1,20298
1,16208
1,16209
1,16207
1,16029
1,16030
1,15852
1,17627
1,17804
1,17450
1,17273
1,17095
1,17096
1,16918
1,16741
1,16564
1,16563
1,16386
1,18504
1,18327
1,24892
1,24714
1,24715
1,24536
1,24537
1,25069
1,24003
1,24180
1,24181
1,25246
1,24358
1,24359
1,28089
1,29859
1,29860
1,29682
1,30037
1,29505
1,29328
1,27912
1,28266
1,28443
1,28797
1,28974
1,29151
1,28620
1,30034
1,30035
1,30036
1,30036
1,30037
1,30919
1,31096
1,36772
1,36771
1,36593
1,36594
1,30919
1,30920
1,30742
1,30743
1,30030
1,30031
1,30032
1,30033
1,29857
1,30034
1,30033
1,27555
1,27732
1,28086
1,27377
1,27378
1,29857
1,29679
1,29680
1,29502
1,29325
1,27909
1,28263
1,28440
1,28794
1,28971
1,29148
1,28617
1,27200
1,34462
1,34463
1,34464
1,34465
1,34460
1,34461
1,34997
1,34819
1,34820
1,35352
1,35175
1,35174
1,34642
1,35529
1,33927
1,33928
1,33750
1,34105
1,34283
1,34282
1,36593
1,36415
1,36416
1,36238
1,36061
1,35883
1,35884
1,35706
1,25784
1,25607
1,25606
1,25429
1,25252
1,1968
1,1252
1,1253
1,1791
1,1789
1,1608
1,1609
1,1610
1,1605
1,1607
1,1428
1,1429
1,1430
1,899
1,1075
1,1076
1,1967
1,1790
1,1787
1,1788
1,1782
1,1791
1,1792
1,1262
1,1263
1,1264
1,1265
1,1261
1,1256
1,1257
1,1443
1,1442
1,727
1,728
1,723
1,724
1,725
1,726
1,905
1,906
1,900
1,901
1,902
1,903
1,1083
1,1084
1,1078
1,1079
1,546
1,547
1,1257
1,1791
1,1612
1,1613
1,1435
1,1434
1,1790
1,32532
1,32534
1,33063
1,33064
1,33065
1,33240
1,33241
1,32709
1,32711
1,32886
1,32888
1,33418
1,31647
1,31645
1,32355
1,32357
1,32178
1,32001
1,31997
1,31998
1,31824
1,31821
1,31822
1,31470
1,31468
1,31469
1,31293
1,31292
1,30939
1,30938
1,31116
1,31115
1,31978
1,31979
1,30038
1,30215
1,30216
1,30038
1,30037
1,31276
1,1443
1,1444
1,1620
1,2669
1,2846
1,2847
1,3921
1,3202
1,4095
1,3379
1,3380
1,3381
1,3559
1,3558
1,3917
1,3918
1,3919
1,3920
1,3914
1,3915
1,3916
1,3736
1,3737
1,2492
1,3025
1,3024
1,2491
1,6250
1,6247
1,6248
1,6249
1,6070
1,6069
1,5002
1,5001
1,5179
1,5180
1,5892
1,5891
1,4822
1,4823
1,4824
1,5357
1,5358
1,5713
1,5714
1,5536
1,5535
1,4289
1,4466
1,4467
1,4644
1,4645
1,4288
1,4289
1,4465
1,4287
1,4288
1,4822
1,4994
1,4995
1,4996
1,4997
1,4993
1,4278
1,4279
1,4280
1,4101
1,4457
1,4458
1,4635
1,4636
1,4637
1,4814
1,4815
1,4816
1,7487
1,7664
1,7665
1,7309
1,7310
1,7131
1,7132
1,6954
1,6953
1,6597
1,6598
1,6775
1,6776
1,4998
1,5175
1,5176
1,4997
1,5887
1,5353
1,5354
1,5709
1,5710
1,6064
1,6065
1,6242
1,6243
1,5532
1,5531
1,6420
1,4998
1,4822
1,4821
1,4998
1,4997
1,2669
1,2846
1,2847
1,3921
1,3922
1,3202
1,3203
1,3380
1,3381
1,3559
1,3558
1,3917
1,3918
1,3919
1,3920
1,3915
1,3916
1,3736
1,3737
1,3738
1,2492
1,3025
1,3024
1,3922
1,3923
1,4100
1,4101
1,7487
1,7486
1,7664
1,7665
1,7308
1,7309
1,7131
1,7130
1,6952
1,6953
1,6597
1,6598
1,6775
1,4998
1,5175
1,5176
1,4994
1,4995
1,4996
1,4997
1,4990
1,4991
1,4992
1,4993
1,5886
1,5887
1,5353
1,5354
1,5709
1,5708
1,6064
1,6065
1,6242
1,5531
1,6419
1,6420
1,4277
1,4278
1,4100
1,4455
1,4456
1,4634
1,4635
1,4633
1,4812
1,4813
1,3921
1,3922
1,4100
1,4099
1,13524
1,13346
1,13347
1,13169
1,12991
1,12992
1,12813
1,12814
1,12636
1,12458
1,12459
1,9794
1,9617
1,10148
1,9971
1,12280
1,12281
1,11925
1,11926
1,11393
1,11392
1,10325
1,10326
1,10681
1,10504
1,10503
1,12103
1,11747
1,11748
1,11570
1,11214
1,11215
1,11037
1,11036
1,10858
1,10859
1,9440
1,9617
1,9439
1,11940
1,11941
1,11939
1,12117
1,11763
1,11764
1,10699
1,10700
1,11051
1,10876
1,10874
1,10875
1,8921
1,8922
1,9097
1,9098
1,8040
1,8041
1,8039
1,7503
1,7504
1,7505
1,7684
1,7680
1,7682
1,7683
1,7679
1,8218
1,8219
1,7861
1,7862
1,7854
1,7855
1,7856
1,8745
1,8746
1,8568
1,7505
1,7328
1,6263
1,6264
1,6265
1,6620
1,6621
1,6618
1,6619
1,7151
1,7150
1,6975
1,6973
1,6798
1,6796
1,6441
1,6442
1,6443
1,6440
1,8038
1,8039
1,8392
1,8389
1,8921
1,8922
1,8923
1,8744
1,8746
1,8747
1,8569
1,8570
1,8566
1,8567
1,8215
1,7862
1,8925
1,8748
1,8747
1,7501
1,7677
1,7678
1,7324
1,6615
1,7854
1,7147
1,7146
1,6969
1,6792
1,6438
1,6261
1,5907
1,5552
1,5551
1,6084
1,5729
1,5730
1,5197
1,5374
1,5900
1,5548
1,5549
1,5545
1,5546
1,6077
1,5725
1,5723
1,5724
1,5194
1,5193
1,5369
1,5370
1,5371
1,6437
1,6438
1,6255
1,6256
1,6257
1,6434
1,6435
1,6436
1,6077
1,6078
1,13183
1,13006
1,12829
1,12652
1,12475
1,12476
1,12299
1,11945
1,11946
1,12122
1,20472
1,21000
1,20823
1,20824
1,20825
1,20826
1,20649
1,20117
1,20118
1,20295
1,20117
1,19939
1,19940
1,19762
1,17277
1,17100
1,16923
1,16746
1,16569
1,17278
1,17101
1,16924
1,16746
1,16747
1,16215
1,16038
1,15859
1,15860
1,15861
1,15681
1,15682
1,15504
1,15326
1,15327
1,15148
1,15149
1,16569
1,16392
1,15855
1,15677
1,15678
1,15499
1,15500
1,15321
1,15322
1,15143
1,15144
1,22582
1,22583
1,22581
1,27200
1,27201
1,27202
1,27203
1,27197
1,27198
1,27199
1,27026
1,33750
1,33572
1,33573
1,32509
1,33041
1,33218
1,32686
1,32687
1,32864
1,33395
1,32332
1,32155
1,31978
1,35523
1,35524
1,36059
1,35881
1,35882
1,35704
1,35701
1,35702
1,35703
1,35345
1,35346
1,35522
1,35523
1,6604
1,6605
1,6606
1,6781
1,18504
1,18327
1,27365
1,27366
1,27188
1,27189
1,27721
1,27720
1,28075
1,27366
1,27543
1,27898
1,28252
1,28430
1,28429
1,28784
1,28607
1,27366
1,27367
1,27189
1,27190
1,34514
1,35043
1,34866
1,34867
1,35396
1,35219
1,35220
1,34690
1,34691
1,35572
1,35573
1,33984
1,34161
1,34337
1,34338
1,37512
1,37513
1,37336
1,37159
1,37160
1,36983
1,36984
1,36807
1,36631
1,36630
1,36454
1,36455
1,36278
1,36102
1,36101
1,35925
1,35748
1,35749
1,34515
1,35044
1,35045
1,34868
1,35397
1,35220
1,35221
1,34691
1,34692
1,35573
1,35574
1,34338
1,37514
1,37337
1,37338
1,37161
1,36985
1,36984
1,36808
1,36809
1,36632
1,36455
1,36456
1,36279
1,36102
1,36103
1,35926
1,35927
1,35750
1,9196
1,9199
1,9200
1,9201
1,9195
1,9186
1,9187
1,9376
1,9378
1,9372
1,9373
1,9374
1,9363
1,9552
1,9553
1,9555
1,9556
1,9549
1,9551
1,9540
1,9541
1,9542
1,9539
1,8142
1,8121
1,8122
1,7587
1,7787
1,7788
1,7764
1,7765
1,8474
1,8475
1,9022
1,9023
1,9019
1,9010
1,9005
1,9006
1,9004
1,10084
1,10088
1,10089
1,10078
1,10079
1,10074
1,9906
1,9907
1,9910
1,9911
1,9912
1,9902
1,9903
1,9897
1,9729
1,9730
1,9733
1,9726
1,9717
1,9719
1,9720
1,9716
1,10265
1,10266
1,10254
1,10255
1,10250
1,10251
1,7409
1,7410
1,8846
1,8832
1,8833
1,8828
1,8829
1,8830
1,8831
1,8827
1,5811
1,6167
1,6166
1,5277
1,5100
1,5632
1,5633
1,5634
1,5988
1,5989
1,6344
1,6345
1,6700
1,10431
1,10426
1,10427
1,10783
1,10784
1,10781
1,10782
1,10608
1,10604
1,10607
1,10602
1,10603
1,8651
1,8319
1,8298
1,8299
1,7964
1,7965
1,7942
1,7943
1,7944
1,7232
1,7055
1,6877
1,6878
1,6522
1,6523
1,5454
1,5455
1,5456
1,25955
1,25954
1,26484
1,26307
1,26308
1,26131
1,22757
1,22580
1,21694
1,21871
1,22226
1,22225
1,22403
1,22048
1,21340
1,21341
1,21517
1,27220
1,27221
1,27219
1,25958
1,25781
1,26666
1,27197
1,26843
1,27020
1,26489
1,26312
1,26135
1,24897
1,24896
1,24720
1,25073
1,25604
1,25427
1,25250
1,17632
1,17987
1,17809
1,17810
1,18341
1,18342
1,18164
1,17455
1,17278
1,17101
1,16924
1,16923
1,16746
1,16569
1,16214
1,16215
1,16036
1,16037
1,16032
1,16033
1,16035
1,15855
1,15856
1,15857
1,15858
1,15854
1,15677
1,15678
1,16569
1,16392
1,26484
1,26481
1,26482
1,26483
1,27562
1,27563
1,27739
1,27396
1,27219
1,28806
1,28629
1,28628
1,27562
1,27561
1,27739
1,27383
1,27384
1,27206
1,27572
1,27749
1,27748
1,28101
1,27395
1,27396
1,27925
1,27924
1,27739
1,28278
1,28455
1,28278
1,28455
1,28807
1,28808
1,28631
1,28632
1,28278
1,28455
1,28456
1,26852
1,26851
1,27028
1,28280
1,28281
1,28456
1,28457
1,27563
1,27564
1,27387
1,28450
1,28451
1,28449
1,28628
1,23121
1,22944
1,22767
1,22590
1,21704
1,21881
1,21882
1,22236
1,22413
1,20463
1,22059
1,21349
1,21350
1,20995
1,21172
1,20818
1,20640
1,20641
1,21527
1,20108
1,20109
1,20286
1,21408
1,21409
1,21407
1,20532
1,21408
1,21409
1,21410
1,21411
1,21412
1,21407
1,21060
1,21061
1,21235
1,21236
1,21237
1,20884
1,20885
1,20708
1,20709
1,24931
1,24754
1,24755
1,24579
1,24578
1,24049
1,24226
1,24402
1,24403
1,21408
1,21409
1,21410
1,21411
1,21406
1,21407
1,21060
1,21061
1,21234
1,21235
1,21236
1,21237
1,21583
1,21582
1,1423
1,1424
1,1601
1,1422
1,1245
1,1244
1,1063
1,1064
1,1065
1,1066
1,1243
1,886
1,1602
1,4991
1,4992
1,4815
1,6250
1,6251
1,6250
1,6251
1,6074
1,6433
1,6432
1,6255
1,6433
1,6432
1,7491
1,7668
1,7312
1,7313
1,7314
1,9973
1,9795
1,9796
1,9440
1,9441
1,9617
1,9618
1,9972
1,15312
1,15311
1,15133
1,15134
1,14954
1,14955
1,14956
1,14596
1,14597
1,14598
1,14776
1,14777
1,14775
1,14418
1,14419
1,14239
1,14240
1,14241
1,14062
1,14060
1,14061
1,13883
1,13882
1,13703
1,13704
1,13705
1,13525
1,13526
1,13525
1,13524
1,13347
1,18505
1,18504
1,18504
1,20107
1,20103
1,20104
1,20105
1,20106
1,20102
1,19931
1,19930
1,20101
1,31455
1,31278
1,30572
1,30925
1,30748
1,30749
1,30395
1,31101
1,31102
1,29865
1,29866
1,29689
1,30042
1,29513
1,29512
1,30219
1,30218
1,29336
1,28806
1,28983
1,29159
1,29160
1,28807
1,28806
1,20467
1,20468
1,20466
1,20289
1,20288
1,20289
1,20111
1,20110
1,20288
1,19932
1,19933
1,15854
1,15676
1,15677
1,15675
1,15497
1,15498
1,15320
1,15319
1,15141
1,15142
1,15138
1,14962
1,14963
1,14964
1,14961
1,14607
1,14608
1,14606
1,14784
1,14785
1,14786
1,14430
1,14429
1,3760
1,3759
1,3934
1,3935
1,3936
1,4288
1,4111
1,5733
1,6266
1,6267
1,6087
1,6088
1,6089
1,6621
1,6622
1,6978
1,6979
1,6980
1,6981
1,6801
1,6799
1,6800
1,6444
1,5910
1,5554
1,5555
1,5732
1,5198
1,5199
1,5197
1,5377
1,5376
1,4298
1,4474
1,4475
1,4651
1,4652
1,5005
1,5182
1,5181
1,9440
1,9441
1,16205
1,16206
1,16028
1,16027
1,15849
1,15850
1,15672
1,15671
1,15493
1,15494
1,15492
1,15314
1,15315
1,15135
1,15136
1,15137
1,14958
1,14957
1,14780
1,14779
1,16741
1,16739
1,16740
1,16561
1,16562
1,16383
1,16384
1,14955
1,15501
1,15502
1,15500
1,15324
1,15325
1,15322
1,15323
1,15144
1,15145
1,14966
1,14967
1,14603
1,14602
1,14425
1,14247
1,14248
1,14070
1,14069
1,13891
1,13892
1,13714
1,13713
1,13536
1,13360
1,13359
1,15143
1,15142
1,14965
1,14788
1,9441
1,9442
1,9619
1,14955
1,14778
1,14779
1,8020
1,7665
1,8375
1,8907
1,8908
1,9440
1,8730
1,9263
1,9085
1,9086
1,8553
1,8552
1,8197
1,8198
1,7842
1,7843
1,14603
1,14602
1,14779
1,27204
1,27205
1,26850
1,26851
1,27026
1,27027
1,27028
1,26852
1,26853
1,27205
1,27206
1,27028
1,22771
1,22594
1,22593
1,21883
1,22238
1,22239
1,22416
1,22061
1,22060
1,24013
1,24014
1,23835
1,23836
1,23658
1,23480
1,23481
1,23303
1,23126
1,22949
1,22772
1,22595
1,21708
1,21885
1,21886
1,22240
1,22241
1,22418
1,22063
1,29865
1,29686
1,29687
1,29688
1,27023
1,29508
1,28964
1,28965
1,27199
1,27022
1,29862
1,29863
1,29686
1,30039
1,30216
1,25792
1,24906
1,24729
1,25083
1,25615
1,25437
1,25438
1,25260
1,28255
1,28256
1,28432
1,28433
1,28787
1,28786
1,28964
1,28609
1,28610
1,26846
1,27022
1,27023
1,17981
1,17982
1,17983
1,18340
1,18341
1,18339
1,18160
1,18161
1,18162
1,26845
1,26846
1,26847
1,27022
1,27023
1,27024
1,25963
1,25964
1,25786
1,26672
1,26673
1,26850
1,26495
1,26318
1,26141
1,25608
1,25609
1,25431
1,27574
1,27751
1,28104
1,28105
1,27397
1,27398
1,27928
1,28281
1,27221
1,28455
1,28456
1,31983
1,31984
1,31808
1,31809
1,31806
1,31807
1,31635
1,31636
1,31812
1,31810
1,31811
1,31459
1,31282
1,31283
1,30577
1,30929
1,30930
1,30753
1,30754
1,30400
1,31106
1,29871
1,29694
1,30047
1,30048
1,29517
1,30223
1,30224
1,29340
1,29341
1,28281
1,28458
1,28457
1,28811
1,28810
1,28987
1,29164
1,28634
1,25996
1,26525
1,26348
1,26349
1,26172
1,26173
1,31979
1,31980
1,31981
1,31980
1,31808
1,31809
1,31810
1,31804
1,31805
1,31806
1,31807
1,33591
1,32530
1,33060
1,33061
1,33238
1,33236
1,33237
1,32707
1,32883
1,32884
1,33413
1,33414
1,33415
1,32352
1,32353
1,32175
1,31998
1,25992
1,26697
1,26698
1,26874
1,27051
1,26521
1,26522
1,26345
1,26168
1,26169
1,27578
1,27577
1,27754
1,27401
1,27931
1,27224
1,27047
1,27048
1,36771
1,36593
1,36594
1,29884
1,27583
1,27584
1,27759
1,27760
1,27407
1,27408
1,27935
1,27936
1,26701
1,26702
1,27231
1,26878
1,27054
1,27055
1,26525
1,30402
1,29873
1,29872
1,30050
1,30051
1,30048
1,30049
1,30228
1,30225
1,20451
1,20448
1,20449
1,20450
1,20807
1,20808
1,20809
1,20806
1,20627
1,20628
1,20629
1,20626
1,20092
1,20093
1,20270
1,20271
1,19736
1,19737
1,19738
1,19915
1,19559
1,19558
1,19380
1,19381
1,19205
1,19206
1,19203
1,19204
1,19030
1,19029
1,27403
1,27404
1,27228
1,27226
1,27227
1,27051
1,27575
1,27752
1,27398
1,27399
1,27929
1,27222
1,26868
1,26867
1,27045
1,33938
1,33939
1,33940
1,33761
1,33762
1,33583
1,33584
1,33585
1,34116
1,34117
1,33055
1,33056
1,33057
1,33234
1,33235
1,33236
1,33232
1,33233
1,32704
1,32879
1,32880
1,32881
1,33413
1,33409
1,33411
1,33412
1,33406
1,33408
1,20452
1,20453
1,20631
1,20632
1,20630
1,20274
1,20275
1,20273
1,29884
1,29707
1,30414
1,29884
1,30061
1,30237
1,30238
1,31643
1,31997
1,31820
1,31466
1,31289
1,31290
1,24545
1,24367
1,24368
1,26676
1,26852
1,26853
1,32701
1,32697
1,32700
1,32695
1,32696
1,32874
1,32875
1,32876
1,32877
1,27739
1,28094
1,27917
1,27916
1,32516
1,32517
1,32518
1,32515
1,33051
1,33049
1,33050
1,32693
1,32694
1,32695
1,32696
1,32692
1,32874
1,32870
1,32871
1,32872
1,32873
1,34485
1,35016
1,34839
1,34662
1,33955
1,33778
1,33600
1,33601
1,34132
1,34308
1,34309
1,32537
1,32538
1,33068
1,33246
1,33245
1,32714
1,32891
1,33423
1,31653
1,32361
1,32184
1,32007
1,31830
1,31476
1,31299
1,31300
1,30593
1,30946
1,30769
1,30770
1,31123
1,28273
1,28274
